,Peru,Yemen,Serbia and Montenegro,Croatia,Burkina Faso,Tajikistan,Armenia,Syrian Arab Republic,Brazil,Nepal,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Iraq,Cyprus,Spain,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Algeria,Slovenia,United Arab Emirates,Kyrgyzstan,Argentina,Ukraine,Georgia,Israel,Morocco,USSR,Mexico,Azerbaijan,Italy,Jordan,Bosnia and Herzegovina,China,Tunisia,CÃ´te d'Ivoire,Libya,Yugoslav SFR,Turkmenistan,Lebanon,Uzbekistan,France,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,Australia,Portugal,"China, mainland",Gambia,Swaziland,Republic of Moldova,Turkey
1988,-1,76.0,-1,-1.0,-1.0,-1.0,-1,22800.0,-1,-1.0,29800.0,-1.0,62213.0,9000.0,720.0,1800.0,169700.0,1097.0,4900.0,446900.0,64196.0,9676.0,-1.0,218.0,-1.0,400.0,-1.0,-1.0,2700.0,37000.0,16000.0,416.0,-1.0,114400.0,1119.0,-1.0,14500.0,30000.0,150.0,33070.0,2455.0,-1.0,10000.0,-1.0,2800.0,-1.0,1750.0,427.0,-1.0,4900.0,9000.0,14500.0,-1.0,-1.0,-1.0,42000.0
1989,-1,80.0,-1,-1.0,-1.0,-1.0,-1,37300.0,-1,-1.0,30100.0,-1.0,62677.0,8800.0,740.0,2000.0,324500.0,2159.0,5000.0,371200.0,66522.0,12438.0,-1.0,224.0,-1.0,420.0,-1.0,-1.0,2800.0,55600.0,17000.0,417.0,-1.0,97800.0,1178.0,-1.0,16000.0,35000.0,150.0,33070.0,4833.0,-1.0,11500.0,-1.0,3561.0,-1.0,2050.0,505.0,-1.0,5000.0,21960.0,16000.0,-1.0,-1.0,-1.0,46000.0
1990,-1,120.0,-1,-1.0,750.0,-1.0,-1,12500.0,-1,-1.0,30900.0,-1.0,53394.0,9500.0,750.0,1900.0,250200.0,2044.0,5000.0,499800.0,69866.0,11733.0,-1.0,233.0,-1.0,451.0,-1.0,-1.0,3335.0,57700.0,18000.0,411.0,-1.0,94970.0,1260.0,-1.0,17000.0,52200.0,-1.0,33070.0,4219.0,-1.0,13000.0,-1.0,4200.0,-1.0,2240.0,483.0,-1.0,5000.0,18190.0,17000.0,-1.0,-1.0,-1.0,46000.0
1991,-1,120.0,-1,-1.0,743.0,-1.0,-1,31500.0,-1,-1.0,32400.0,-1.0,56185.0,9000.0,600.0,1300.0,257800.0,1194.0,9000.0,371200.0,65544.0,15768.0,-1.0,191.0,-1.0,430.0,-1.0,-1.0,3100.0,70000.0,19000.0,119.0,-1.0,126440.0,1891.0,-1.0,18000.0,40000.0,-1.0,30000.0,4495.0,-1.0,14756.0,-1.0,3207.0,-1.0,2400.0,417.0,-1.0,9000.0,20963.0,18000.0,-1.0,-1.0,-1.0,46000.0
1992,-1,120.0,-1,1294.0,744.0,4500.0,-1,30800.0,-1,-1.0,38304.0,639.0,61869.0,9900.0,650.0,1200.0,281900.0,1115.0,9500.0,412200.0,72213.0,17901.0,37.0,264.0,500.0,440.0,150.0,850.0,3000.0,55000.0,-1.0,132.0,200.0,99013.0,1905.0,200.0,18500.0,45000.0,-1.0,28885.0,-1.0,1000.0,9981.0,7000.0,4335.0,-1.0,2500.0,406.0,-1.0,9500.0,19530.0,18500.0,-1.0,-1.0,650.0,47000.0
1993,-1,120.0,-1,1573.0,745.0,4000.0,-1,27600.0,-1,-1.0,40043.0,650.0,57220.0,9000.0,700.0,2800.0,280035.0,1036.0,10000.0,363800.0,84397.0,24685.0,66.0,262.0,521.0,450.0,159.0,566.0,3400.0,47000.0,-1.0,360.0,224.0,99106.0,2037.0,140.0,17000.0,47000.0,-1.0,28000.0,-1.0,1158.0,15500.0,6000.0,3483.0,-1.0,2600.0,397.0,-1.0,10000.0,18815.0,17000.0,-1.0,-1.0,650.0,48000.0
1994,-1,123.0,-1,2031.0,900.0,3844.0,-1,27885.0,-1,-1.0,45193.0,690.0,55677.0,9000.0,680.0,550.0,238200.0,957.0,11000.0,530000.0,100000.0,19106.0,23.0,289.0,533.0,453.0,163.0,150.0,2600.0,30700.0,-1.0,103.0,150.0,89944.0,882.0,196.0,18000.0,52000.0,-1.0,27661.0,-1.0,1300.0,18000.0,6254.0,3669.0,-1.0,2700.0,400.0,-1.0,11000.0,9819.0,18000.0,-1.0,-1.0,650.0,47000.0
1995,-1,125.0,-1,1757.0,927.0,3769.0,-1,33662.0,-1,-1.0,48996.0,384.0,57575.0,9000.0,610.0,3500.0,158900.0,878.0,12500.0,276000.0,79531.0,19869.0,15.0,291.0,564.0,456.0,156.0,1000.0,3100.0,45700.0,-1.0,92.0,130.0,90284.0,1002.0,179.0,19000.0,35000.0,300.0,27000.0,-1.0,1500.0,28000.0,7000.0,3910.0,-1.0,2800.0,300.0,200.0,12500.0,7172.0,19000.0,-1.0,-1.0,650.0,37000.0
1996,-1,126.0,-1,1969.0,965.0,3500.0,-1,55000.0,-1,-1.0,49356.0,850.0,51359.0,9000.0,600.0,1250.0,242300.0,799.0,13000.0,385500.0,91129.0,33561.0,18.0,283.0,600.0,460.0,234.0,800.0,3330.0,33600.0,-1.0,113.0,105.0,84140.0,963.0,120.0,22000.0,42000.0,317.0,26808.0,-1.0,1200.0,37385.0,7472.0,4462.0,8428.0,5200.0,400.0,235.0,13000.0,8322.0,22000.0,-1.0,-1.0,650.0,43000.0
1997,-1,128.0,-1,2033.0,1000.0,3000.0,-1,26341.0,-1,-1.0,49000.0,903.0,56046.0,9000.0,589.0,1360.0,388851.0,800.0,15000.0,549000.0,74396.0,19396.0,0.0,420.0,500.0,463.0,235.0,1000.0,4800.0,52700.0,-1.0,109.0,106.0,104494.0,946.0,80.0,23000.0,51000.0,320.0,26525.0,-1.0,1000.0,31254.0,6500.0,4413.0,6508.0,5800.0,410.0,241.0,15000.0,12158.0,23000.0,-1.0,700.0,650.0,33000.0
1998,-1,130.0,-1,2138.0,1060.0,4000.0,-1,67150.0,-1,11.0,49120.0,460.0,40344.0,9000.0,610.0,1600.0,220439.0,500.0,17500.0,393000.0,111992.0,21641.0,0.0,208.0,700.0,466.0,211.0,1000.0,3500.0,52700.0,-1.0,152.0,246.0,87998.0,1024.0,72.0,20000.0,58700.0,400.0,26185.0,-1.0,1300.0,32500.0,7000.0,4671.0,5087.0,6100.0,470.0,246.0,17500.0,7501.0,20000.0,-1.0,813.0,650.0,36000.0
1999,-1,131.0,-1,3315.0,1123.0,3800.0,-1,57697.0,-1,15.0,50015.0,721.0,60425.0,11000.0,550.0,1100.0,279100.0,350.0,18000.0,631000.0,95900.0,25602.0,0.0,361.0,800.0,470.0,50.0,1000.0,3500.0,81304.0,-1.0,74.0,93.0,103100.0,1071.0,70.0,22500.0,58000.0,490.0,26000.0,-1.0,1200.0,28600.0,8000.0,7000.0,3429.0,7400.0,788.0,252.0,18000.0,11347.0,22500.0,-1.0,846.0,500.0,43000.0
2000,-1,131.0,-1,2808.0,1250.0,3500.0,-1,62288.0,-1,20.0,32336.0,802.0,50956.0,12000.0,500.0,1800.0,225217.0,400.0,21000.0,533000.0,89637.0,26483.0,0.0,355.0,1000.0,473.0,24.0,1000.0,5068.0,65044.0,-1.0,97.0,119.0,104755.0,1658.0,71.0,17000.0,60000.0,520.0,26100.0,-1.0,1000.0,24700.0,10000.0,6936.0,4391.0,8140.0,680.0,257.0,21000.0,27038.0,17000.0,-1.0,881.0,500.0,47000.0
2001,-1,132.0,-1,2574.0,1217.0,3800.0,-1,49487.0,-1,11.0,33236.0,400.0,55115.0,15000.0,519.0,500.0,254600.0,960.0,21000.0,609178.0,97144.0,25199.0,0.0,188.0,1239.0,476.0,12.0,800.0,4418.0,81820.0,-1.0,57.0,178.0,104000.0,1005.0,66.0,20000.0,32000.0,573.0,26500.0,-1.0,1100.0,23900.0,12000.0,6931.0,4355.0,8600.0,207.0,262.0,21000.0,15743.0,20000.0,-1.0,1700.0,500.0,42000.0
2002,-1,133.0,-1,2616.0,1237.0,3500.0,-1,139010.0,-1,11.0,26414.0,208.0,38130.0,11283.0,440.0,2000.0,279396.0,1371.0,23000.0,800051.0,107000.0,32287.0,1.0,182.0,1500.0,480.0,14.0,772.0,9142.0,82400.0,-1.0,76.0,255.0,104891.0,2484.0,74.0,22000.0,18500.0,600.0,25994.0,-1.0,1000.0,23000.0,14000.0,6800.0,4832.0,9100.0,225.0,300.0,23000.0,30850.0,22000.0,-1.0,700.0,500.0,41000.0
2003,-1,132.0,-1,1567.0,1254.0,3000.0,-1,140300.0,-1,11.0,23688.0,1478.0,36480.0,14000.0,430.0,650.0,214448.0,572.0,27000.0,786262.0,38231.0,33234.0,1.0,722.0,1539.0,482.0,31.0,776.0,4900.0,70808.0,-1.0,82.0,197.0,91382.0,2118.0,64.0,23000.0,40000.0,650.0,25445.0,-1.0,800.0,27400.0,16000.0,4490.0,4478.0,8800.0,257.0,266.0,27000.0,23829.0,23000.0,-1.0,500.0,500.0,41000.0
2004,-1,133.0,-1,1600.0,1270.0,3091.0,-1,123000.0,-1,11.0,23924.0,1175.0,48177.0,14700.0,473.0,693.0,86622.0,531.0,30000.0,785985.0,69989.0,37985.0,1.0,650.0,1603.0,486.0,20.0,772.0,4210.0,60200.0,-1.0,60.0,267.0,105245.0,2094.0,68.0,24000.0,44000.0,700.0,25000.0,-1.0,1000.0,27500.0,19000.0,2000.0,5979.0,9000.0,347.0,267.0,30000.0,13953.0,24000.0,-1.0,480.0,500.0,37000.0
2005,-1,130.0,-1,1368.0,1269.0,3304.0,-1,229035.0,-1,11.0,23129.0,511.0,48194.0,15630.0,400.0,909.0,217869.0,243.0,38000.0,703431.0,108677.0,45379.0,1.0,700.0,1564.0,489.0,30.0,756.0,9233.0,70629.0,-1.0,56.0,252.0,118344.0,2391.0,64.0,25000.0,43000.0,750.0,25500.0,-1.0,1000.0,28300.0,20000.0,2137.0,5489.0,9800.0,323.0,269.0,38000.0,13823.0,25000.0,-1.0,836.0,500.0,45000.0
2006,-1,130.0,-1,1086.0,1289.0,3300.0,-1,107117.0,-1,11.0,23344.0,685.0,50708.0,20000.0,546.0,660.0,312702.0,161.0,43000.0,846131.0,105000.0,53673.0,1.0,780.0,1574.0,490.0,10.0,650.0,9426.0,83000.0,-1.0,55.0,527.0,112796.0,3144.0,57.0,28000.0,56000.0,800.0,26000.0,-1.0,1000.0,28000.0,23545.0,1780.0,4862.0,15000.0,279.0,320.0,43000.0,12400.0,28000.0,-1.0,750.0,500.0,43285.0
2007,-1,150.0,-1,500.0,1300.0,3200.0,-1,76093.0,-1,11.0,23382.0,1376.0,45652.0,31481.0,390.0,668.0,187656.0,245.0,63000.0,1212900.0,115000.0,34110.0,1.0,850.0,1582.0,500.0,20.0,770.0,6478.0,81437.0,-1.0,55.0,502.0,112644.0,1341.0,55.0,30000.0,58000.0,927.0,26500.0,-1.0,1000.0,29400.0,18500.0,1591.0,5257.0,17000.0,182.0,300.0,63000.0,9164.0,30000.0,-1.0,883.0,500.0,50753.0
2008,-1,150.0,-1,905.0,1342.0,3200.0,-1,82616.0,-1,11.0,26614.0,622.0,34500.0,42000.0,445.0,432.0,180103.0,100.0,65000.0,1410000.0,126679.0,39521.0,1.0,588.0,1568.0,538.0,10.0,800.0,6276.0,86902.0,-1.0,53.0,500.0,118723.0,1344.0,48.0,32000.0,51500.0,1045.0,27000.0,-1.0,1000.0,30000.0,18844.0,1042.0,6233.0,18000.0,161.0,100.0,65000.0,7367.0,32000.0,-1.0,920.0,500.0,52774.0
2009,-1,155.0,-1,1835.0,1450.0,3200.0,-1,97002.0,-1,9.0,26400.0,819.0,39996.0,43183.0,465.0,332.0,270686.0,50.0,91000.0,1162200.0,158050.0,47393.0,1.0,573.0,1585.0,576.0,20.0,700.0,11762.0,114700.0,-1.0,51.0,505.0,106660.0,1003.0,49.0,35000.0,60000.0,1050.0,29000.0,-1.0,1000.0,34300.0,18871.0,1225.0,4502.0,20000.0,144.0,148.0,91000.0,9145.0,35000.0,-1.0,963.0,500.0,54844.0
2010,-1,150.0,-1,319.0,1416.0,3200.0,-1,73104.0,-1,8.0,21935.0,1006.0,32900.0,56000.0,456.0,510.0,222518.0,368.0,90000.0,1413800.0,158050.0,56973.0,1.0,656.0,1500.0,620.0,10.0,830.0,5500.0,87104.0,-1.0,51.0,521.0,108160.0,2419.0,80.0,38000.0,52000.0,1100.0,29500.0,-1.0,1000.0,27494.0,18000.0,736.0,1857.0,22308.0,105.0,149.0,90000.0,7000.0,38000.0,-1.0,1018.0,500.0,55398.0
2011,-1,145.0,-1,383.0,1406.0,3400.0,-1,130296.0,-1,9.0,21465.0,899.0,29800.0,60611.0,469.0,382.0,208800.0,673.0,90000.0,1841587.0,92493.0,22400.0,1.0,728.0,1629.0,620.0,10.0,857.0,6667.0,96231.0,-1.0,51.0,559.0,104790.0,3201.0,86.0,42000.0,61000.0,1384.0,30000.0,-1.0,1000.0,27510.0,17290.0,635.0,3741.0,26985.0,102.0,147.0,90000.0,7680.0,42000.0,196.0,1064.0,600.0,69838.0
2012,-1,150.0,-1,489.0,1412.0,3500.0,-1,86271.0,-1,9.0,21440.0,857.0,29000.0,62000.0,560.0,186.0,211700.0,293.0,115000.0,1655000.0,95400.0,33996.0,1.0,740.0,1700.0,650.0,20.0,879.0,9450.0,99067.0,-1.0,51.0,565.0,89865.0,1902.0,49.0,43000.0,70000.0,1480.0,32000.0,-1.0,1200.0,30423.0,15400.0,988.0,4456.0,28200.0,80.0,100.0,115000.0,7178.0,43000.0,-1.0,1250.0,600.0,80261.0
2013,-1,165.0,-1,211.0,1421.0,3400.0,-1,83229.0,-1,9.0,22330.0,756.0,21200.0,42215.0,462.0,418.0,143081.0,999.0,170000.0,1732800.0,100800.0,63545.0,1.0,762.0,1700.0,671.0,20.0,985.0,8984.0,93310.0,-1.0,51.0,651.0,72584.0,2143.0,49.0,43000.0,52000.0,1500.0,33683.0,-1.0,1100.0,30290.0,20000.0,630.0,4625.0,28990.0,130.0,133.0,170000.0,4446.0,43000.0,196.0,1032.0,700.0,82850.0
2014,-1,164.0,-1,243.0,1457.0,3400.0,-1,34729.0,-1,9.0,21649.0,520.0,20380.0,27400.0,456.0,354.0,195704.0,438.0,160000.0,1545500.0,111936.0,64827.0,1.0,785.0,1700.0,660.0,10.0,993.0,6700.0,101026.0,-1.0,51.0,497.0,74016.0,2143.0,55.0,44178.0,66700.0,1621.0,32222.0,-1.0,1100.0,30583.0,23000.0,1067.0,4594.0,30093.0,140.0,100.0,160000.0,9034.0,44178.0,-1.0,1043.0,700.0,73230.0
