,USSR,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Ethiopia,Kenya,Yemen,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Somalia,Togo,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,El Salvador,Congo,Canada,Colombia,Spain,India,Malta,Lesotho,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Switzerland,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,Paraguay,Montenegro,Republic of Moldova,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Hungary,Guatemala,South Sudan,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Latvia,Benin,Sweden,China,Cambodia,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Réunion,Japan,Sudan,Belarus,Egypt,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Jamaica,Netherlands,Djibouti,Mexico,South Africa,Mauritania,Tajikistan,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1979,50000.0,,4297.0,4297.0,10950.0,133177.0,,354560.0,2266.0,,380000.0,,417700.0,,3000.0,750.0,16600.0,84500.0,23000.0,4212424.0,85000.0,-1.0,-1.0,327000.0,,55035.0,4400.0,34000.0,112400.0,142400.0,8153400.0,372.0,10151.0,44386.0,1138.0,344000.0,25543.0,231290.0,109950.0,,723.0,110000.0,20000.0,,,37200.0,3776.0,89678.0,40121.0,164600.0,,81400.0,,,46415.0,,145300.0,51800.0,,-1.0,1700000.0,53755.0,277.0,64063.0,238200.0,,152000.0,10351.0,67700.0,,27000.0,,700.0,561600.0,-1.0,47870.0,6775.0,,5000.0,500000.0,270000.0,,20500.0,19000.0,,200.0,25000.0,178000.0,51619.0,2540.0,227000.0,3769.0,,79922.0,967.0,1735399.0,20000.0,,,2500.0,10000.0,109990.0,72549.0,4500.0,40000.0,,113000.0,1980.0,35399.0,300.0,83600.0,,,5493.0,-1.0,,,53337.0,85900.0,,-1.0,,259972.0,3720.0,50.0,255.0,3720.0,-1.0,1051431.0,132000.0,-1.0,,20937.0,65869.0,-1.0,,51678.0,400100.0,
1980,49000.0,,3314.0,3314.0,9663.0,135200.0,,394993.0,2490.0,,420000.0,,477200.0,,2910.0,1500.0,18500.0,89500.0,22500.0,4643409.0,80000.0,-1.0,-1.0,330000.0,,52448.0,3242.0,38400.0,115400.0,131500.0,9298600.0,326.0,6919.0,48156.0,1138.0,434000.0,26750.0,205000.0,113000.0,,717.0,110000.0,18560.0,,,33900.0,3661.0,90000.0,38790.0,174100.0,,79800.0,,,51300.0,,131400.0,58700.0,,-1.0,1700000.0,52409.0,265.0,64779.0,257154.0,,154000.0,10000.0,64500.0,,39100.0,,700.0,752300.0,-1.0,50360.0,6925.0,,4500.0,500000.0,290000.0,,20800.0,18000.0,,200.0,22000.0,170000.0,48144.0,2330.0,224000.0,7009.0,,62000.0,1125.0,1734290.0,16000.0,,,3100.0,10200.0,110700.0,68333.0,4500.0,40000.0,,117000.0,1900.0,34290.0,300.0,79300.0,,,4882.0,-1.0,,,54294.0,51100.0,,-1.0,,272678.0,3820.0,50.0,218.0,3420.0,-1.0,1551352.0,80000.0,-1.0,,22553.0,65870.0,-1.0,,48521.0,392800.0,
1981,48000.0,,5690.0,5690.0,7448.0,132099.0,,457833.0,3040.0,,430000.0,,399618.0,,3000.0,900.0,25900.0,87900.0,23000.0,5026925.0,75000.0,-1.0,-1.0,333000.0,,39859.0,3000.0,44500.0,117300.0,128500.0,9038500.0,300.0,7374.0,53525.0,1768.0,410000.0,18122.0,211400.0,105000.0,,518.0,110000.0,21040.0,,,28100.0,3631.0,90000.0,42780.0,179200.0,,49900.0,,,55000.0,,159100.0,80000.0,,-1.0,1700000.0,52370.0,362.0,64595.0,260569.0,,155000.0,9596.0,81900.0,,34100.0,,700.0,918600.0,-1.0,33933.0,8850.0,,4800.0,500000.0,290000.0,,21000.0,16000.0,,210.0,23681.0,155000.0,46248.0,2020.0,299000.0,6074.0,,68461.0,1170.0,1732237.0,39000.0,,,2520.0,9000.0,117740.0,76470.0,4500.0,33664.0,,120000.0,2500.0,32237.0,300.0,79000.0,,,4213.0,-1.0,,,89014.0,126000.0,,-1.0,,241559.0,6125.0,50.0,255.0,3365.0,-1.0,1990569.0,73000.0,-1.0,,28230.0,58759.0,-1.0,,58317.0,432000.0,
1982,47000.0,,21748.0,21748.0,8670.0,152793.0,,444036.0,3120.0,,450000.0,,418428.0,,3000.0,1150.0,27000.0,97500.0,21000.0,5926143.0,70000.0,-1.0,-1.0,330000.0,,55580.0,3100.0,44500.0,112200.0,119600.0,8671900.0,283.0,13552.0,50976.0,2071.0,334000.0,10528.0,229700.0,106000.0,,710.0,120000.0,25060.0,,,24900.0,4158.0,85000.0,45437.0,184300.0,,50100.0,,,55000.0,,159000.0,69700.0,,-1.0,1500000.0,52575.0,402.0,64000.0,263400.0,,156000.0,10476.0,82040.0,,40000.0,,700.0,719100.0,-1.0,35386.0,8925.0,,4200.0,500000.0,290000.0,,21000.0,17000.0,,215.0,38485.0,148000.0,45929.0,2214.0,364000.0,6129.0,,71754.0,1052.0,1531336.0,37000.0,,,1680.0,8700.0,121520.0,51075.0,4600.0,61225.0,,125000.0,1490.0,31336.0,130.0,93000.0,,,6171.0,-1.0,,,68471.0,136000.0,,-1.0,,245021.0,6225.0,50.0,208.0,3565.0,-1.0,1571092.0,71000.0,-1.0,,31251.0,63385.0,-1.0,,56136.0,377600.0,
1983,52000.0,,23017.0,23017.0,10310.0,162166.0,,448460.0,2760.0,,430000.0,,611985.0,,3000.0,1450.0,27000.0,106100.0,20000.0,4064028.0,65000.0,-1.0,-1.0,330000.0,,56350.0,3000.0,27500.0,112500.0,110400.0,9113200.0,291.0,4691.0,36844.0,1448.0,418000.0,11641.0,199900.0,120000.0,,590.0,130000.0,43440.0,,,23800.0,4108.0,85000.0,35950.0,189900.0,,52100.0,,,61659.0,,160000.0,83100.0,,-1.0,1500000.0,53440.0,535.0,56887.0,305600.0,,174380.0,8732.0,101710.0,,38700.0,,700.0,460930.0,-1.0,33566.0,4700.0,,4000.0,465900.0,295000.0,,24000.0,12000.0,,200.0,38500.0,144300.0,44231.0,2726.0,398000.0,6200.0,,73769.0,753.0,1527046.0,40000.0,,,2300.0,8700.0,86410.0,50722.0,4600.0,62000.0,,130000.0,2300.0,27046.0,200.0,98400.0,,,6300.0,-1.0,,,88340.0,140000.0,,-1.0,,228016.0,4855.0,50.0,256.0,3502.0,-1.0,1957801.0,79000.0,-1.0,,46036.0,62634.0,-1.0,,50563.0,337900.0,
1984,53000.0,,30390.0,30390.0,9800.0,177400.0,,482673.0,1860.0,,490000.0,,611600.0,,3000.0,1000.0,38100.0,123800.0,19000.0,5320150.0,60000.0,-1.0,-1.0,330000.0,,57750.0,3100.0,30400.0,109560.0,109368.0,9062600.0,350.0,8202.0,44312.0,1387.0,420000.0,15697.0,184805.0,111711.0,,536.0,140000.0,40550.0,,,22100.0,3377.0,85000.0,31205.0,194900.0,,54300.0,,,61632.0,,126400.0,87200.0,,-1.0,1500000.0,50925.0,548.0,61538.0,303200.0,,97887.0,11297.0,115216.0,,38100.0,,500.0,591000.0,-1.0,33809.0,5425.0,,4000.0,446700.0,250000.0,,26000.0,9200.0,,195.0,43279.0,135100.0,43000.0,2625.0,385000.0,5900.0,,80487.0,965.0,1521993.0,35000.0,,,1980.0,8600.0,84540.0,58855.0,4700.0,62000.0,,135000.0,2940.0,21993.0,200.0,96100.0,,,4200.0,-1.0,,,82530.0,150000.0,,-1.0,,213704.0,6912.0,50.0,353.0,3263.0,-1.0,1679426.0,86000.0,-1.0,,62930.0,51241.0,-1.0,,54013.0,414400.0,
1985,57000.0,,41006.0,41006.0,12440.0,192900.0,,529108.0,1800.0,,490000.0,,168900.0,,2418.0,1500.0,46800.0,116100.0,17000.0,5315890.0,55000.0,-1.0,-1.0,335000.0,,58310.0,3200.0,36400.0,131864.0,103000.0,9458000.0,350.0,7280.0,39742.0,1058.0,386000.0,17876.0,191350.0,150000.0,,667.0,140000.0,43940.0,,,20500.0,3078.0,85000.0,29728.0,200400.0,,56900.0,,,69701.0,,127000.0,95000.0,,-1.0,1400000.0,53890.0,569.0,62639.0,339660.0,,81980.0,9956.0,166291.0,,41400.0,,390.0,599500.0,-1.0,35510.0,8250.0,,3500.0,441000.0,300000.0,,19660.0,8900.0,,200.0,41261.0,128600.0,38522.0,3127.0,334442.0,6900.0,,77419.0,1006.0,1419123.0,39000.0,,,1700.0,8600.0,83040.0,67618.0,4700.0,63000.0,,140000.0,2700.0,19123.0,200.0,84800.0,,,4600.0,-1.0,,,72310.0,145000.0,,-1.0,,196627.0,9261.0,80.0,336.0,3232.0,-1.0,1782341.0,67000.0,-1.0,,33653.0,72276.0,-1.0,,52356.0,419700.0,
1986,53000.0,,57932.0,57932.0,11380.0,191700.0,,492900.0,2800.0,,520000.0,,185200.0,,2250.0,1550.0,28900.0,119449.0,18000.0,5477688.0,50000.0,-1.0,-1.0,342000.0,,60970.0,3200.0,43700.0,126986.0,104600.0,9360000.0,350.0,16943.0,42210.0,3000.0,393000.0,19604.0,225780.0,152236.0,,715.0,150000.0,45530.0,,,20200.0,4206.0,75000.0,34687.0,213600.0,,41000.0,,,43143.0,,191000.0,99500.0,,-1.0,1400000.0,61745.0,803.0,72436.0,322160.0,,85561.0,15584.0,169924.0,,39500.0,,320.0,605000.0,-1.0,35981.0,9250.0,,3000.0,318000.0,310000.0,,25980.0,8500.0,,190.0,56499.0,122800.0,35967.0,4436.0,396878.0,4006.0,,82023.0,3326.0,1415090.0,26000.0,,,1700.0,8400.0,89830.0,74807.0,4800.0,64000.0,,142000.0,2730.0,15090.0,200.0,77600.0,,,7980.0,-1.0,,,99680.0,161000.0,,-1.0,,62894.0,8720.0,60.0,220.0,3335.0,-1.0,1807976.0,81000.0,-1.0,,34523.0,76382.0,-1.0,,43470.0,416400.0,
1987,51000.0,,36235.0,36235.0,9300.0,168900.0,,437576.0,3500.0,,550000.0,,180000.0,,3790.0,1720.0,48300.0,114503.0,23000.0,5221794.0,47000.0,-1.0,-1.0,348000.0,,62510.0,3200.0,56700.0,121100.0,102688.0,8725200.0,355.0,12878.0,42200.0,4000.0,376000.0,20269.0,159753.0,179892.0,,972.0,150000.0,57442.0,,,19200.0,3494.0,84000.0,40452.0,196400.0,,54500.0,,,63179.0,,144500.0,112845.0,,-1.0,1400000.0,55700.0,1471.0,83178.0,323750.0,,67219.0,18866.0,173068.0,,52300.0,,230.0,673800.0,-1.0,34726.0,9275.0,,3000.0,370343.0,320000.0,,27560.0,8400.0,,160.0,52183.0,128400.0,33367.0,2725.0,373000.0,6551.0,,87405.0,3454.0,1413483.0,29000.0,,,2400.0,8200.0,85660.0,66241.0,5000.0,65000.0,,144000.0,3230.0,13483.0,220.0,84800.0,,,10082.0,-1.0,,,67620.0,160000.0,,-1.0,,61978.0,8000.0,65.0,236.0,1921.0,-1.0,1787066.0,87000.0,-1.0,,35500.0,77500.0,-1.0,,41095.0,388100.0,
1988,50000.0,,38302.0,38302.0,9450.0,175100.0,,462046.0,3500.0,,580000.0,1078.0,204500.0,,3463.0,1832.0,39700.0,107000.0,24000.0,5764882.0,20481.0,-1.0,-1.0,350000.0,,67270.0,3300.0,42500.0,128000.0,95200.0,9423700.0,355.0,23323.0,43468.0,6091.0,430000.0,18023.0,170900.0,175879.0,,705.0,132000.0,66817.0,,,16860.0,2910.0,84227.0,39565.0,206300.0,803.0,55400.0,,,68037.0,,115871.0,92500.0,,-1.0,1300000.0,52400.0,856.0,71991.0,300000.0,,95188.0,8594.0,140420.0,,50900.0,,180.0,547500.0,-1.0,36671.0,8125.0,,3000.0,326617.0,310500.0,,28650.0,7400.0,,150.0,51380.0,128000.0,30234.0,2529.0,445000.0,5800.0,,87035.0,1912.0,1310412.0,44000.0,,,2000.0,8400.0,75670.0,78915.0,4700.0,66000.0,2692.0,146000.0,2080.0,10412.0,220.0,86500.0,,,8400.0,-1.0,,,107590.0,160000.0,,-1.0,,59140.0,8903.0,65.0,171.0,2300.0,-1.0,1947298.0,77000.0,-1.0,,39100.0,78800.0,-1.0,,41714.0,361800.0,
1989,49500.0,,24572.0,24572.0,10650.0,229400.0,,496379.0,4593.0,,668670.0,2071.0,197500.0,,4921.0,1906.0,42000.0,113800.0,24000.0,5175270.0,29823.0,-1.0,-1.0,350000.0,,64019.0,3400.0,44500.0,132400.0,88700.0,9691000.0,355.0,17911.0,53420.0,5580.0,460000.0,21641.0,137100.0,177000.0,,759.0,132000.0,93280.0,,,15580.0,2778.0,84000.0,33918.0,209100.0,1320.0,51500.0,,,64267.0,,181282.0,125100.0,,-1.0,1300000.0,52600.0,851.0,74552.0,250200.0,,73345.0,5680.0,97090.0,,54000.0,,105.0,668100.0,-1.0,35687.0,6650.0,,2700.0,432105.0,250600.0,,26500.0,6600.0,,140.0,62930.0,129918.0,25449.0,2525.0,480500.0,3200.0,,90877.0,2265.0,1311310.0,26000.0,,,2000.0,8500.0,63400.0,81228.0,4900.0,66500.0,1354.0,145000.0,1320.0,11310.0,220.0,90500.0,,,8514.0,-1.0,,,105700.0,160000.0,,-1.0,,61158.0,3980.0,120.0,187.0,1000.0,-1.0,1320851.0,80000.0,-1.0,,34400.0,81984.0,-1.0,,42856.0,322900.0,
1990,47900.0,,29788.0,29788.0,10840.0,220700.0,,427902.0,3960.0,,501130.0,2338.0,71969.0,,3602.0,1925.0,43000.0,114386.0,22000.0,4680090.0,25656.0,-1.0,2000.0,353000.0,,62650.0,3500.0,54600.0,164600.0,82300.0,9790700.0,302.0,4476.0,48750.0,7518.0,502420.0,17351.0,207400.0,170586.0,,675.0,121000.0,110000.0,,,14738.0,2730.0,87000.0,26690.0,232440.0,1430.0,46000.0,,,59301.0,,115307.0,103685.0,,-1.0,1200000.0,53050.0,850.0,60868.0,262563.0,,86737.0,4009.0,129990.0,,49866.0,0.0,80.0,843500.0,-1.0,36593.0,5400.0,,2906.0,455617.0,250600.0,,27220.0,5202.0,,130.0,63660.0,126436.0,23002.0,2025.0,494915.0,1825.0,,91138.0,2150.0,1210530.0,25000.0,,,2000.0,8726.0,68560.0,92792.0,5176.0,67000.0,1110.0,150000.0,1010.0,10530.0,205.0,89000.0,,,9615.0,-1.0,,,112700.0,165000.0,,-1.0,,59214.0,9943.0,140.0,219.0,1000.0,7400.0,2094017.0,87000.0,-1.0,,38107.0,87657.0,-1.0,,39381.0,433400.0,
1991,42000.0,,32174.0,32174.0,9400.0,205200.0,,417616.0,3379.0,,601566.0,1870.0,46161.0,,3219.0,1940.0,47118.0,88200.0,15792.0,5433640.0,25730.0,-1.0,4000.0,355000.0,,77420.0,3700.0,90277.0,133742.0,76800.0,9682000.0,350.0,7345.0,51870.0,2900.0,451400.0,18745.0,189630.0,177676.0,,788.0,132000.0,106180.0,,,15058.0,3589.0,94000.0,27876.0,300000.0,1960.0,47083.0,,,55994.0,,169169.0,154781.0,,-1.0,698000.0,81686.0,850.0,55422.0,240000.0,,100000.0,6144.0,144130.0,,45650.0,0.0,35.0,774460.0,-1.0,34244.0,8775.0,,6968.0,478770.0,300000.0,,26830.0,5471.0,,165.0,69580.0,123727.0,22022.0,2530.0,509762.0,1463.0,,96934.0,2460.0,705575.0,27000.0,,,2000.0,5374.0,88440.0,109760.0,4700.0,67500.0,1000.0,147000.0,850.0,7575.0,222.0,76400.0,,,12306.0,-1.0,,,112420.0,156700.0,,-1.0,,58375.0,9204.0,130.0,231.0,1000.0,7715.0,1988981.0,100000.0,-1.0,,42683.0,83664.0,-1.0,,35549.0,547100.0,
1992,,,38000.0,38000.0,12730.0,210000.0,,350240.0,3403.0,,588720.0,4092.0,46386.0,,3840.0,2025.0,38000.0,97700.0,20508.0,5148700.0,36155.0,-1.0,6000.0,345266.0,6557.0,79170.0,3500.0,63700.0,126995.0,60681.0,8745000.0,360.0,4466.0,51770.0,3000.0,557750.0,22248.0,183000.0,167238.0,,513.0,135000.0,53610.0,60.0,6230.0,14159.0,3500.0,97000.0,23602.0,310000.0,1810.0,47451.0,,17800.0,44013.0,1600.0,,164187.0,15000.0,-1.0,650000.0,87590.0,820.0,50200.0,260000.0,385.0,110000.0,4329.0,140000.0,,98516.0,0.0,16.0,619140.0,-1.0,32669.0,9000.0,,4851.0,501570.0,300000.0,,25590.0,6144.0,,200.0,63160.0,121000.0,20218.0,0.0,536000.0,5258.0,500.0,99221.0,2500.0,656988.0,24000.0,24000.0,1514.0,2000.0,7455.0,70010.0,71575.0,4900.0,60000.0,1800.0,145000.0,900.0,6988.0,230.0,68400.0,,44000.0,9530.0,-1.0,9500.0,2200.0,100730.0,165600.0,13200.0,-1.0,4500.0,39781.0,9670.0,131.0,242.0,1000.0,7667.0,1295588.0,70000.0,-1.0,515.0,48445.0,59586.0,-1.0,5980.0,35112.0,723200.0,30341.0
1993,,3500.0,27800.0,27800.0,12570.0,232363.0,1966.0,314560.0,4013.0,59450.0,627950.0,4092.0,34380.0,,3163.0,2000.0,45000.0,180100.0,20134.0,3884340.0,25940.0,-1.0,8000.0,324897.0,6207.0,74340.0,3384.0,80700.0,134111.0,55389.0,8542000.0,300.0,4600.0,53370.0,3500.0,525990.0,17945.0,150000.0,161812.0,,407.0,138000.0,,60.0,6417.0,13388.0,,72000.0,22093.0,318000.0,2000.0,55958.0,,21400.0,52673.0,900.0,,113324.0,20000.0,-1.0,1200000.0,88895.0,640.0,59000.0,200000.0,600.0,120000.0,3897.0,120890.0,,102270.0,-1.0,13.0,654800.0,-1.0,33032.0,9500.0,224.0,8445.0,524027.0,310676.0,,25950.0,5034.0,,235.0,59030.0,121000.0,20314.0,-1.0,552000.0,4500.0,100.0,91369.0,2550.0,1206018.0,20830.0,23480.0,1776.0,3000.0,8585.0,46710.0,83370.0,5000.0,61000.0,4100.0,149000.0,980.0,6018.0,550.0,69800.0,,37000.0,5000.0,-1.0,11200.0,2300.0,114628.0,182100.0,16379.0,-1.0,4460.0,32272.0,7140.0,110.0,215.0,1000.0,7659.0,1873862.0,57000.0,-1.0,1173.0,33185.0,47010.0,-1.0,6514.0,27103.0,882200.0,26000.0
1994,,4964.0,38100.0,38100.0,13150.0,234420.0,1849.0,335040.0,3183.0,107548.0,646000.0,4133.0,31863.0,,2549.0,1995.0,53700.0,85848.0,19629.0,5471320.0,33177.0,-1.0,14000.0,340000.0,3114.0,74270.0,3467.0,79500.0,144822.0,52900.0,8361000.0,263.0,8366.0,63870.0,3800.0,458215.0,12233.0,170590.0,163000.0,,331.0,312000.0,,60.0,6519.0,12570.0,,60870.0,18899.0,325000.0,1250.0,68132.0,,19900.0,43296.0,689.0,,80076.0,30000.0,-1.0,1400000.0,75700.0,600.0,59596.0,45000.0,1000.0,130000.0,4370.0,134647.0,,114522.0,-1.0,12.0,741000.0,-1.0,33928.0,9000.0,294.0,6925.0,546149.0,250000.0,,18363.0,4704.0,,265.0,56866.0,121800.0,15409.0,-1.0,574000.0,1900.0,100.0,98671.0,2600.0,1406365.0,26000.0,23400.0,2000.0,8400.0,8500.0,44330.0,117579.0,4998.0,63910.0,3700.0,156715.0,990.0,6365.0,560.0,72000.0,,42000.0,4840.0,-1.0,13200.0,1650.0,112898.0,190400.0,15631.0,-1.0,4500.0,29617.0,7919.0,100.0,218.0,2000.0,7653.0,2086687.0,69000.0,-1.0,10.0,28897.0,38615.0,-1.0,6958.0,37258.0,908900.0,26000.0
1995,,6500.0,41100.0,41100.0,12390.0,257248.0,1419.0,332772.0,3874.0,123170.0,763525.0,4260.0,29858.0,,3321.0,2020.0,55000.0,129110.0,22499.0,5006400.0,43897.0,-1.0,15070.0,330000.0,3100.0,60620.0,3600.0,104900.0,167012.0,50300.0,7833700.0,280.0,3635.0,57630.0,4538.0,400000.0,23350.0,221130.0,170000.0,,384.0,250000.0,,100.0,6383.0,12891.0,,43000.0,20900.0,202176.0,1355.0,71948.0,,20057.0,50151.0,1000.0,,84682.0,15000.0,-1.0,1300000.0,79365.0,670.0,61920.0,180000.0,1500.0,140000.0,4581.0,121161.0,,94130.0,-1.0,10.0,767400.0,-1.0,34781.0,8800.0,285.0,10666.0,567941.0,290000.0,,25180.0,4731.0,,300.0,56322.0,120200.0,14462.0,-1.0,600000.0,3000.0,100.0,98267.0,700.0,1306246.0,25150.0,24256.0,2260.0,3780.0,12101.0,46579.0,68273.0,5027.0,58000.0,3700.0,160000.0,590.0,6246.0,560.0,70800.0,,52000.0,6138.0,-1.0,12800.0,2000.0,137917.0,185000.0,13200.0,-1.0,4370.0,29041.0,13105.0,101.0,193.0,2200.0,7574.0,2040447.0,67000.0,3800.0,1095.0,18097.0,45200.0,-1.0,6733.0,42747.0,1104400.0,27800.0
1996,,4767.0,52700.0,52700.0,11240.0,249778.0,1481.0,303914.0,4885.0,101170.0,660000.0,4446.0,37834.0,,1680.0,2089.0,56000.0,173081.0,23677.0,4290510.0,43897.0,-1.0,16730.0,320000.0,2047.0,67690.0,3700.0,83600.0,139333.0,53200.0,8416400.0,200.0,10014.0,63050.0,4400.0,331000.0,16959.0,239570.0,172500.0,,781.0,156462.0,,520.0,7007.0,12284.0,,71300.0,17692.0,244707.0,2100.0,70499.0,,21075.0,48783.0,2100.0,,121455.0,8000.0,-1.0,1200000.0,81145.0,860.0,75837.0,250000.0,2000.0,150000.0,4698.0,121380.0,,97065.0,-1.0,9.0,706500.0,-1.0,35342.0,8500.0,349.0,8625.0,589413.0,275000.0,,25500.0,4494.0,,315.0,32477.0,119800.0,13076.0,-1.0,615000.0,2097.0,500.0,96046.0,700.0,1207024.0,26756.0,22400.0,2165.0,5880.0,12000.0,49353.0,83203.0,5100.0,59000.0,3700.0,170000.0,1200.0,7024.0,560.0,67600.0,,83000.0,9284.0,-1.0,12800.0,2285.0,119439.0,190000.0,11000.0,-1.0,5920.0,28123.0,11640.0,90.0,208.0,3000.0,7598.0,2048397.0,64000.0,6200.0,212.0,18241.0,42231.0,-1.0,6975.0,41609.0,1324600.0,29000.0
