,Australia & New Zealand,Australia,Iraq,The former Yugoslav Republic of Macedonia,Uruguay,Libya,Italy,Lebanon,Albania,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Morocco,Slovenia,El Salvador,Chile,Malta,Argentina,Spain,Syrian Arab Republic,Cyprus,"China, Taiwan Province of",Israel,Jordan,Afghanistan,Egypt,Greece,Azerbaijan,France,Croatia,Montenegro,Turkey,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Mexico,China,Kuwait,Algeria,Bosnia and Herzegovina,Portugal,Brazil
1961,9926.0,9926.0,,,,,18311.0,24074.0,9570.0,,,,9006.0,,6522.0,,10714.0,,,10375.0,13730.0,68602.0,20800.0,18020.0,16667.0,30586.0,,,449.0,,,17594.0,3500.0,,30000.0,40700.0,34982.0,14196.0,68602.0,,,,,
1962,9411.0,9411.0,,,,,13947.0,16000.0,13918.0,,,,9063.0,,6522.0,,10000.0,,,10911.0,3076.0,104719.0,9600.0,5745.0,18333.0,29313.0,,,2234.0,,,7266.0,3462.0,,30000.0,35892.0,41199.0,15753.0,104719.0,,,,,
1963,10105.0,10105.0,,,,,23349.0,21818.0,12952.0,,,,8696.0,,6522.0,,11333.0,,,8500.0,5916.0,97801.0,13000.0,6857.0,16667.0,28907.0,,,2548.0,,,15289.0,3446.0,,30000.0,35892.0,45003.0,15630.0,97801.0,,,,,
1964,14954.0,14954.0,,,,,15216.0,10483.0,20961.0,,,,8850.0,,6522.0,,10526.0,,,11145.0,3190.0,138377.0,19091.0,16942.0,18333.0,29511.0,,,1328.0,,,16366.0,3462.0,,30000.0,38879.0,42341.0,26121.0,138377.0,,,,,
1965,9540.0,9540.0,,,,,17961.0,18409.0,11952.0,,,,8903.0,,6522.0,,10556.0,,,5966.0,11365.0,85314.0,9545.0,5725.0,16667.0,29629.0,,,2040.0,,,9202.0,4268.0,,30000.0,34764.0,40463.0,27058.0,85314.0,,,,,
1966,15903.0,15903.0,,,,,14321.0,10894.0,12121.0,,,,8889.0,,6522.0,,10588.0,,,9877.0,8221.0,83168.0,9561.0,5003.0,18333.0,30226.0,,,2267.0,,,18932.0,3607.0,,30000.0,31197.0,53096.0,27076.0,83168.0,,,,,
1967,15244.0,15244.0,,,,,21422.0,25254.0,11074.0,,,,8941.0,,6522.0,,10625.0,,,7979.0,14418.0,90402.0,22273.0,17175.0,16667.0,29730.0,,,2573.0,,,11008.0,4046.0,,30000.0,36449.0,11624.0,25915.0,90402.0,,,,,
1968,16930.0,16930.0,,,,,15224.0,11981.0,10828.0,,,,8927.0,,6522.0,,10588.0,,,7862.0,7148.0,150196.0,8716.0,18962.0,20000.0,32000.0,,,3605.0,,,18484.0,3999.0,,30000.0,36080.0,71405.0,26529.0,150196.0,,,,,
1969,17745.0,17745.0,,,,,18966.0,16726.0,9451.0,,,,9143.0,,6522.0,,11333.0,,,8996.0,9037.0,123657.0,19720.0,15929.0,16667.0,32000.0,,,6505.0,,,6879.0,4061.0,,24000.0,29182.0,57476.0,27709.0,123657.0,,12225.0,,,
1970,14961.0,14961.0,,,,,16238.0,16403.0,5495.0,,,,8889.0,,6522.0,,6111.0,,,6862.0,3560.0,78631.0,6226.0,10767.0,20000.0,30435.0,,,1801.0,,,15011.0,4292.0,,30000.0,33176.0,42232.0,26491.0,78631.0,,13919.0,,,
1971,17354.0,17354.0,,,,,22591.0,19899.0,10298.0,,,,9036.0,,6667.0,,13571.0,,,9369.0,7120.0,84459.0,12136.0,6652.0,16667.0,29375.0,,,5608.0,,,7119.0,7521.0,,14750.0,37259.0,44509.0,29219.0,84459.0,,13417.0,,,
1972,17562.0,17562.0,,,,,13224.0,14133.0,10811.0,,,,8864.0,,6667.0,,5333.0,,,10796.0,9493.0,67910.0,26214.0,11013.0,20000.0,32000.0,,,2235.0,,,22152.0,2870.0,,27000.0,38316.0,19174.0,27968.0,67910.0,,11726.0,,,
1973,19254.0,19254.0,,,,,19978.0,10682.0,13317.0,,,,9096.0,,6471.0,,7857.0,,,4175.0,759.0,98684.0,4000.0,2927.0,16667.0,32000.0,,,5004.0,,,7102.0,5126.0,,26000.0,34119.0,54886.0,20252.0,98684.0,,7878.0,,,
1974,19392.0,19392.0,,,,,16103.0,28643.0,11750.0,,,,7428.0,,6575.0,,7000.0,,,11956.0,7595.0,87798.0,30505.0,12623.0,21667.0,32000.0,,,3910.0,,,17708.0,4621.0,,32000.0,36374.0,46028.0,13895.0,87798.0,,10402.0,,,
1975,16492.0,16492.0,,,,,23277.0,12500.0,13000.0,,,,9930.0,,6500.0,,6333.0,,,8566.0,12342.0,72190.0,4900.0,2176.0,16667.0,32000.0,,,5228.0,,,11572.0,6763.0,,26000.0,33979.0,51597.0,13637.0,72190.0,10000.0,11214.0,,,
1976,24185.0,24185.0,,,,,12038.0,18889.0,10000.0,,,,8941.0,,6512.0,,6429.0,,,10637.0,9434.0,88921.0,19364.0,8815.0,22267.0,28211.0,,,5424.0,,,22398.0,3300.0,,18750.0,34124.0,58246.0,17465.0,88921.0,10000.0,12006.0,,,
1977,13207.0,13207.0,,,,,24955.0,9259.0,11818.0,,,,9000.0,,6522.0,,12105.0,,,7690.0,7970.0,111039.0,7766.0,4526.0,22917.0,32726.0,,,3468.0,,,8108.0,4780.0,,22917.0,27700.0,29133.0,24978.0,111039.0,10000.0,6967.0,,,
1978,20954.0,20954.0,,,,,16664.0,30952.0,8837.0,,,,9091.0,,6522.0,,7727.0,,,12997.0,19366.0,87692.0,30837.0,17126.0,21172.0,33675.0,,,4928.0,,,22449.0,3088.0,,20000.0,26144.0,75950.0,53756.0,87692.0,10000.0,5164.0,,,
1979,21429.0,21429.0,,,,,18987.0,6522.0,7477.0,,,,9070.0,,6667.0,,7727.0,,,8122.0,19449.0,92545.0,6699.0,2107.0,11250.0,35951.0,,,5000.0,,,8776.0,3284.0,,15556.0,28247.0,37676.0,45488.0,92545.0,10000.0,8613.0,,,
1980,15370.0,15370.0,,,,,27996.0,25806.0,6198.0,,,,8900.0,,6667.0,,10714.0,,19498.0,15723.0,26491.0,81563.0,47368.0,16074.0,11700.0,19475.0,,,6040.0,,,27458.0,5477.0,,22222.0,21214.0,67311.0,43538.0,81563.0,10000.0,5761.0,,,
1981,10247.0,10247.0,,,,,24289.0,4839.0,5530.0,,,,8261.0,,6739.0,,10769.0,,7437.0,8063.0,18333.0,53115.0,19919.0,6455.0,8333.0,24241.0,,,4456.0,,,7895.0,2963.0,,34615.0,22702.0,29344.0,25942.0,53115.0,10000.0,12123.0,,,
1982,18587.0,18587.0,,,,,17152.0,24194.0,4060.0,,,,16671.0,,6702.0,,16667.0,,16316.0,17700.0,21940.0,107021.0,33037.0,13320.0,6400.0,33043.0,,,6950.0,,,26542.0,2138.0,,37906.0,31546.0,93856.0,32608.0,107021.0,10000.0,8100.0,,,
1983,8680.0,8680.0,,,,,33889.0,6452.0,10297.0,,,,9716.0,,6667.0,,17500.0,,6479.0,5617.0,4929.0,135957.0,28927.0,7987.0,3846.0,36000.0,,,8158.0,,,8002.0,5769.0,,21751.0,15979.0,38972.0,26207.0,135957.0,10000.0,7344.0,,,
1984,18438.0,18438.0,,,,,14843.0,16129.0,8333.0,,,,11399.0,,6735.0,,16667.0,,17289.0,11044.0,19084.0,135000.0,14686.0,16313.0,1401.0,31746.0,,,7408.0,,,16000.0,3626.0,,25102.0,7519.0,60088.0,26508.0,135000.0,12000.0,6327.0,,,
1985,19000.0,19000.0,17143.0,,23077.0,20645.0,28627.0,10000.0,7591.0,,,,12551.0,,6800.0,18941.0,16667.0,28174.0,9700.0,6256.0,18289.0,92211.0,34241.0,6616.0,5798.0,35714.0,26560.0,,4772.0,,,11866.0,3992.0,3531.0,18707.0,35846.0,65432.0,48661.0,92211.0,11667.0,9780.0,,6860.0,15250.0
1986,16050.0,16050.0,20000.0,,23077.0,19355.0,15817.0,15152.0,4068.0,,,,13267.0,,6800.0,17353.0,16667.0,30240.0,12394.0,13463.0,19084.0,73611.0,31020.0,9214.0,14448.0,33835.0,18540.0,,4617.0,,,19675.0,4302.0,3145.0,31090.0,21362.0,77392.0,28810.0,73611.0,12857.0,12247.0,,10482.0,8750.0
1987,9720.0,9720.0,25714.0,,23077.0,9667.0,30073.0,16752.0,8510.0,,,,16556.0,,6800.0,24706.0,17500.0,30708.0,18858.0,6832.0,12725.0,77629.0,20032.0,5367.0,6923.0,30021.0,18902.0,,7649.0,,,11392.0,3774.0,12053.0,16238.0,28711.0,47915.0,31388.0,77629.0,10000.0,10402.0,,8553.0,6000.0
1988,14925.0,14925.0,31429.0,,23077.0,10326.0,19438.0,9625.0,5258.0,,,,10455.0,,6800.0,15294.0,15000.0,30054.0,10927.0,14236.0,28571.0,65517.0,31275.0,19516.0,8231.0,33127.0,23649.0,,4650.0,,,20802.0,1992.0,6781.0,24377.0,17870.0,62259.0,22523.0,65517.0,12500.0,8867.0,,3812.0,2750.0
1989,13075.0,13075.0,34286.0,,23077.0,10833.0,26860.0,10798.0,6973.0,,,,18041.0,,6800.0,32941.0,15000.0,32917.0,14341.0,3337.0,14286.0,116361.0,15726.0,7056.0,6154.0,33434.0,24075.0,,7051.0,,,9439.0,4813.0,6104.0,19901.0,39528.0,92523.0,28513.0,116361.0,10000.0,5725.0,,9715.0,7250.0
1990,17800.0,17800.0,33049.0,,24444.0,10924.0,8046.0,14500.0,2222.0,,,,10849.0,,5536.0,20867.0,17778.0,30345.0,16324.0,11771.0,16667.0,101185.0,32806.0,17464.0,7746.0,46367.0,14526.0,,5483.0,,,20471.0,5927.0,1667.0,23292.0,13533.0,96992.0,34267.0,101185.0,12000.0,10455.0,,5863.0,13333.0
1991,17100.0,17100.0,34377.0,,37143.0,12308.0,35378.0,10188.0,7844.0,,,,15278.0,,14176.0,27604.0,16250.0,30250.0,14383.0,5567.0,11111.0,101993.0,13088.0,11083.0,6923.0,45537.0,28809.0,,9750.0,,,11776.0,9498.0,15053.0,21187.0,49255.0,49060.0,34264.0,101993.0,8889.0,5333.0,,13289.0,10000.0
1992,15550.0,15550.0,34407.0,,33750.0,14286.0,21026.0,23967.0,4489.0,9000.0,,3833.0,9620.0,21927.0,14406.0,26006.0,13636.0,29565.0,15494.0,12514.0,31148.0,75776.0,36558.0,20861.0,8462.0,41878.0,25905.0,1667.0,8940.0,13454.0,,13844.0,4821.0,,30869.0,14678.0,122906.0,44047.0,75776.0,10000.0,16162.0,,4636.0,10000.0
1993,15453.0,15453.0,34437.0,,32000.0,15000.0,26741.0,11628.0,5622.0,9071.0,,12093.0,10146.0,47196.0,14636.0,24673.0,10000.0,30769.0,13432.0,8363.0,19008.0,81626.0,7325.0,8043.0,6923.0,41666.0,23380.0,1667.0,8098.0,5960.0,,10098.0,7217.0,,18513.0,28166.0,90870.0,29154.0,81626.0,9000.0,12769.0,,7286.0,13125.0
1994,15544.0,15544.0,34177.0,,34211.0,16471.0,23601.0,18213.0,6667.0,9066.0,,10803.0,11628.0,29567.0,14865.0,24180.0,8889.0,27758.0,13367.0,12871.0,21053.0,82607.0,19037.0,16564.0,8462.0,64752.0,27573.0,1818.0,10861.0,11161.0,,25550.0,2568.0,,39814.0,35261.0,58842.0,20954.0,82607.0,12308.0,10564.0,,6816.0,10000.0
1995,15518.0,15518.0,34209.0,,37500.0,18667.0,29716.0,12558.0,8614.0,9062.0,,10397.0,10510.0,30067.0,15095.0,30864.0,7692.0,31155.0,7994.0,10042.0,23478.0,91011.0,25507.0,10356.0,6923.0,94212.0,31032.0,1818.0,8468.0,22738.0,,9486.0,2055.0,,39864.0,46943.0,51547.0,32096.0,91011.0,10000.0,8146.0,,9654.0,10000.0
1996,14545.0,14545.0,35211.0,,35000.0,18568.0,19448.0,20300.0,6286.0,9059.0,6054.0,10771.0,21688.0,28004.0,15325.0,26359.0,20000.0,33188.0,21251.0,14784.0,21664.0,74103.0,26589.0,13175.0,8462.0,88775.0,29705.0,1364.0,11513.0,10714.0,,32452.0,9544.0,,48018.0,46097.0,110411.0,20342.0,74103.0,12000.0,18985.0,,8440.0,14651.0
1997,14267.0,14267.0,36111.0,,33684.0,18095.0,31940.0,18490.0,7579.0,9058.0,11189.0,10311.0,12133.0,15232.0,15554.0,26625.0,12288.0,33191.0,26634.0,9052.0,14754.0,80783.0,11888.0,9276.0,6923.0,83333.0,28641.0,909.0,10127.0,6937.0,,8918.0,4167.0,,42121.0,53246.0,65828.0,29908.0,80783.0,11549.0,19619.0,,8215.0,14222.0
1998,15260.0,15260.0,36986.0,,36364.0,18182.0,22855.0,19398.0,10651.0,9058.0,3943.0,10218.0,13626.0,19759.0,15784.0,25000.0,10000.0,32593.0,19504.0,17076.0,16212.0,69286.0,20215.0,21971.0,8462.0,80000.0,28002.0,854.0,13266.0,13705.0,,28858.0,7132.0,,36592.0,33660.0,57158.0,39644.0,69286.0,12500.0,7507.0,,8236.0,13478.0
1999,20033.0,20033.0,38333.0,25000.0,23333.0,17188.0,33371.0,12994.0,9618.0,9061.0,16712.0,9942.0,9149.0,27907.0,16014.0,26780.0,13333.0,31034.0,15728.0,8524.0,20896.0,78867.0,13265.0,6056.0,6923.0,65740.0,31318.0,2347.0,12400.0,23467.0,,10340.0,7500.0,,29113.0,29117.0,79384.0,21851.0,78867.0,11000.0,21943.0,,9025.0,2000.0
2000,18415.0,18415.0,30000.0,25333.0,20000.0,12692.0,24285.0,34055.0,11104.0,9066.0,4174.0,7060.0,7407.0,21229.0,16243.0,22768.0,15000.0,31429.0,21495.0,18119.0,29167.0,82930.0,29883.0,21063.0,8462.0,61904.0,32036.0,6485.0,11611.0,10810.0,,30299.0,3965.0,,35486.0,46779.0,49808.0,21465.0,82930.0,10000.0,12917.0,,7043.0,3636.0
2001,16300.0,16300.0,35294.0,24839.0,22857.0,15000.0,25900.0,15097.0,15002.0,8000.0,15506.0,9748.0,7636.0,14983.0,16473.0,27328.0,10000.0,31034.0,28178.0,10164.0,22436.0,82294.0,13368.0,10250.0,6923.0,61850.0,30634.0,7303.0,11352.0,16178.0,,10010.0,1089.0,,31355.0,46379.0,83432.0,35278.0,82294.0,11429.0,11305.0,,7554.0,3333.0
2002,18000.0,18000.0,34044.0,25203.0,22414.0,15000.0,27609.0,32034.0,9750.0,9177.0,9170.0,6000.0,9537.0,31158.0,16702.0,32006.0,15000.0,31000.0,18164.0,18763.0,31977.0,82476.0,27916.0,28053.0,8462.0,67924.0,33695.0,4230.0,12573.0,21970.0,,29473.0,2540.0,,28462.0,44929.0,64136.0,29109.0,82476.0,11000.0,10072.0,,6680.0,3333.0
2003,21273.0,21273.0,32000.0,26667.0,22000.0,12110.0,30499.0,14453.0,8313.0,9311.0,15129.0,5927.0,17258.0,11012.0,16979.0,37607.0,10000.0,30000.0,30963.0,10682.0,14087.0,81881.0,10386.0,18305.0,10000.0,41049.0,26801.0,8694.0,13964.0,9482.0,,13835.0,8473.0,,19504.0,49147.0,73473.0,18667.0,81881.0,16000.0,7993.0,,6528.0,3333.0
2004,20765.0,20765.0,31579.0,25604.0,22414.0,9000.0,38887.0,28583.0,17522.0,9452.0,9183.0,6666.0,8475.0,27465.0,17301.0,43333.0,10000.0,32800.0,21097.0,19330.0,17497.0,86133.0,29108.0,24923.0,25500.0,64212.0,27753.0,12314.0,11718.0,19412.0,,25276.0,3906.0,,16694.0,52890.0,75248.0,25984.0,86133.0,14400.0,19044.0,9800.0,8335.0,3333.0
2005,20946.0,20946.0,32339.0,25111.0,25333.0,9238.0,32302.0,13005.0,10596.0,9593.0,14889.0,6796.0,12500.0,37222.0,17623.0,45614.0,10952.0,31000.0,16314.0,11240.0,11947.0,82922.0,13182.0,17524.0,24543.0,63265.0,32928.0,6482.0,11920.0,20334.0,,18629.0,6277.0,,18285.0,63154.0,99475.0,35881.0,82922.0,13327.0,11808.0,9182.0,5627.0,3333.0
2006,21089.0,21089.0,32526.0,24770.0,27097.0,9000.0,29247.0,30000.0,11486.0,9734.0,5415.0,,12074.0,24238.0,17946.0,51724.0,10000.0,30909.0,22865.0,21076.0,15740.0,83300.0,30000.0,22753.0,6922.0,102041.0,30430.0,7603.0,9775.0,22942.0,6996.0,27105.0,7234.0,,17878.0,54184.0,16995.0,29963.0,83300.0,13336.0,10052.0,9048.0,9841.0,3333.0
2007,21157.0,21157.0,32329.0,24329.0,22667.0,9000.0,27984.0,13003.0,11040.0,10031.0,9010.0,,12415.0,19164.0,18268.0,45000.0,10000.0,30085.0,24858.0,8248.0,11775.0,82325.0,18438.0,20790.0,6922.0,108950.0,29069.0,4729.0,12024.0,24067.0,5265.0,15485.0,5848.0,,17092.0,55461.0,99003.0,38755.0,82325.0,13433.0,7564.0,8250.0,6081.0,1667.0
2008,20979.0,20979.0,31882.0,23636.0,21111.0,9000.0,29425.0,15179.0,12489.0,10125.0,9520.0,,13977.0,29331.0,18371.0,45000.0,10000.0,30000.0,22733.0,13403.0,14867.0,81733.0,24375.0,15540.0,25217.0,103911.0,31924.0,8541.0,17037.0,24016.0,8575.0,20693.0,6879.0,,12989.0,55401.0,49914.0,35431.0,81733.0,13600.0,8995.0,9182.0,9909.0,1667.0
2009,20885.0,20885.0,32079.0,23636.0,21500.0,8330.0,27618.0,13668.0,19500.0,10206.0,11046.0,,12774.0,21780.0,15252.0,45000.0,8333.0,30179.0,28460.0,13937.0,11090.0,87559.0,16053.0,23198.0,45000.0,97033.0,28051.0,8067.0,16817.0,21298.0,6978.0,17741.0,4602.0,,16259.0,48850.0,33482.0,31498.0,87559.0,13767.0,16474.0,9700.0,12289.0,1667.0
2010,21102.0,21102.0,32155.0,24000.0,21714.0,7654.0,26627.0,37281.0,20544.0,12000.0,24199.0,,18140.0,21244.0,18750.0,46592.0,10120.0,29475.0,29076.0,14833.0,12772.0,83739.0,22168.0,28199.0,33182.0,77935.0,21696.0,10038.0,18789.0,22228.0,9763.0,19052.0,4951.0,,16678.0,65602.0,128272.0,39908.0,83739.0,13933.0,10580.0,11012.0,12974.0,9325.0
2011,21600.0,21600.0,38296.0,24000.0,21491.0,7702.0,27806.0,16418.0,22365.0,10194.0,15154.0,,15719.0,19103.0,19739.0,49978.0,10328.0,28994.0,31234.0,15998.0,13606.0,82932.0,30000.0,21236.0,30000.0,87273.0,20507.0,8939.0,13762.0,18269.0,6770.0,22256.0,3187.0,,16180.0,56389.0,38461.0,19698.0,82932.0,14100.0,19581.0,12021.0,12931.0,17907.0
2012,21751.0,21751.0,45287.0,21667.0,21000.0,7117.0,26813.0,13060.0,29786.0,11000.0,20272.0,,13591.0,8296.0,20500.0,50348.0,10467.0,27344.0,15371.0,15089.0,12078.0,83690.0,18694.0,24828.0,30000.0,97838.0,30237.0,7347.0,17333.0,28146.0,12289.0,22595.0,5319.0,,21581.0,69948.0,81517.0,28959.0,83690.0,14267.0,11975.0,13909.0,12379.0,30313.0
2013,21965.0,21965.0,51905.0,21667.0,21379.0,6623.0,25640.0,19581.0,24248.0,10000.0,13101.0,,12813.0,15989.0,20500.0,51518.0,10398.0,27302.0,36899.0,12074.0,11948.0,83871.0,22849.0,20546.0,30131.0,87795.0,20887.0,4965.0,17121.0,18434.0,28118.0,20295.0,6035.0,,16180.0,35130.0,93033.0,38032.0,83871.0,14434.0,16621.0,13909.0,18527.0,18151.0
2014,22180.0,22180.0,55273.0,21911.0,21429.0,6129.0,16975.0,20085.0,24522.0,8000.0,15696.0,,16616.0,8173.0,20635.0,52688.0,10328.0,28155.0,18127.0,5627.0,15856.0,84052.0,26706.0,24860.0,32304.0,92981.0,18977.0,4910.0,7555.0,4633.0,30602.0,21402.0,2367.0,,15920.0,89343.0,57559.0,27577.0,84052.0,14600.0,12593.0,14074.0,12924.0,21245.0
