,Burundi,Melanesia,"China, Taiwan Province of",Niue,Cameroon,Comoros,Philippines,Benin,Maldives,Liberia,Japan,Sao Tome and Principe,Republic of Korea,Togo,Cyprus,Papua New Guinea,Antigua and Barbuda,New Caledonia,Rwanda,Tonga,United States of America,Barbados,Democratic Republic of the Congo,Thailand,Mauritius,American Samoa,Nigeria,Madagascar,Saint Lucia,Kiribati,Guinea,Dominica,Fiji,Chad,Wallis and Futuna Islands,Gabon,Central African Republic,China,C̫te d'Ivoire,Lebanon,Solomon Islands,Trinidad and Tobago,Occupied Palestinian Territory,French Guiana,Sierra Leone,Samoa,Egypt,Micronesia,Ghana,Polynesia,"China, mainland",Nicaragua,Guyana,Turkey
1961,50000.0,69859.0,61576.0,49296.0,46813.0,-1.0,45143.0,66667.0,100000.0,74286.0,122197.0,50000.0,78113.0,30000.0,144626.0,67036.0,-1.0,30000.0,35556.0,78788.0,222759.0,35000.0,61487.0,109589.0,79853.0,58120.0,63370.0,64615.0,44000.0,47059.0,62791.0,100000.0,80000.0,29444.0,125000.0,50000.0,25000.0,110141.0,9231.0,110000.0,107527.0,109091.0,-1.0,120690.0,25000.0,67857.0,198413.0,47059.0,74900.0,72837.0,112903.0,-1.0,-1.0,62500.0
1962,50000.0,70163.0,58070.0,49296.0,50604.0,-1.0,43023.0,66923.0,101786.0,74286.0,125309.0,50000.0,68627.0,30000.0,125479.0,67204.0,-1.0,30000.0,40000.0,80588.0,226810.0,35000.0,61886.0,109589.0,71842.0,58120.0,52373.0,66154.0,44000.0,44444.0,65217.0,100000.0,80068.0,30000.0,125000.0,50000.0,25000.0,109387.0,10870.0,100000.0,109574.0,110714.0,-1.0,150000.0,25000.0,67742.0,250000.0,44444.0,74706.0,73499.0,112308.0,-1.0,-1.0,61765.0
1963,50000.0,70170.0,52362.0,49296.0,45000.0,-1.0,44656.0,65714.0,101724.0,74286.0,144788.0,50000.0,72708.0,28333.0,116030.0,67188.0,-1.0,30000.0,40000.0,80308.0,228744.0,35000.0,61141.0,109589.0,110000.0,58462.0,60350.0,66923.0,48000.0,42105.0,62500.0,100000.0,80068.0,30556.0,125000.0,50000.0,25000.0,111840.0,10857.0,70000.0,111579.0,114271.0,-1.0,146825.0,20000.0,68571.0,214286.0,42105.0,75243.0,73721.0,115385.0,-1.0,-1.0,61111.0
1964,50000.0,70361.0,59150.0,49296.0,35451.0,-1.0,45662.0,67857.0,100000.0,74286.0,124810.0,50000.0,57297.0,26667.0,121495.0,67500.0,-1.0,30000.0,42308.0,77994.0,223041.0,35000.0,60636.0,110274.0,105526.0,58632.0,57077.0,71235.0,48000.0,42500.0,52632.0,100000.0,80439.0,29474.0,125000.0,50000.0,25000.0,104555.0,10986.0,75000.0,114583.0,114085.0,-1.0,80435.0,20000.0,68750.0,246032.0,42500.0,75048.0,72725.0,107143.0,-1.0,-1.0,60526.0
1965,50000.0,70052.0,61296.0,49296.0,44526.0,-1.0,47634.0,65979.0,102000.0,74286.0,122879.0,50000.0,72706.0,28333.0,215153.0,66667.0,-1.0,30000.0,40700.0,77333.0,242363.0,35000.0,62658.0,109459.0,104800.0,58803.0,56809.0,71340.0,50000.0,41860.0,65116.0,100000.0,80725.0,30000.0,125000.0,48000.0,25000.0,111745.0,11034.0,75000.0,117347.0,114194.0,-1.0,83051.0,20000.0,69697.0,261905.0,41860.0,75000.0,72818.0,114286.0,-1.0,-1.0,60526.0
1966,48718.0,70691.0,58967.0,49296.0,44897.0,-1.0,45452.0,68182.0,101613.0,74286.0,132806.0,50000.0,89200.0,30000.0,233563.0,67453.0,30000.0,30000.0,40000.0,76257.0,253614.0,33565.0,63736.0,110135.0,111707.0,58974.0,58252.0,72785.0,50000.0,41304.0,64146.0,100000.0,82267.0,30526.0,125000.0,50000.0,25000.0,111629.0,10884.0,72000.0,117172.0,114797.0,-1.0,83051.0,18000.0,69697.0,277778.0,41304.0,77742.0,72368.0,114286.0,-1.0,-1.0,60000.0
1967,50000.0,69907.0,61112.0,49296.0,30350.0,-1.0,42595.0,64500.0,101563.0,75000.0,119016.0,50000.0,90000.0,30000.0,227758.0,66514.0,25000.0,25000.0,40000.0,73239.0,230181.0,34091.0,64736.0,109333.0,125000.0,59060.0,57222.0,72147.0,50000.0,41667.0,63855.0,100000.0,85355.0,29500.0,137500.0,50000.0,26667.0,114534.0,10872.0,52000.0,120000.0,116129.0,-1.0,111053.0,20500.0,69697.0,293651.0,41667.0,73525.0,71203.0,117143.0,-1.0,-1.0,60000.0
1968,50000.0,71043.0,68845.0,49296.0,32951.0,-1.0,42107.0,64706.0,100000.0,75000.0,142459.0,50000.0,84545.0,31667.0,207079.0,67123.0,40000.0,25000.0,35000.0,70833.0,246185.0,34000.0,62687.0,110000.0,123784.0,65128.0,54609.0,72273.0,50000.0,42000.0,63810.0,100000.0,87155.0,30000.0,137500.0,50000.0,28000.0,119378.0,10800.0,93333.0,124752.0,117463.0,-1.0,100000.0,19000.0,69444.0,255952.0,42000.0,76929.0,70411.0,121429.0,-1.0,-1.0,62100.0
1969,48500.0,72144.0,76896.0,49296.0,29747.0,-1.0,42557.0,54583.0,100909.0,75676.0,140456.0,50000.0,83158.0,31667.0,151925.0,67117.0,33333.0,25000.0,50000.0,72365.0,231897.0,33733.0,61538.0,109211.0,123158.0,76318.0,60739.0,73413.0,50000.0,42308.0,61176.0,100000.0,93380.0,30000.0,137500.0,50000.0,29375.0,118336.0,10278.0,80250.0,127451.0,117062.0,-1.0,100000.0,23000.0,67568.0,244048.0,42308.0,76846.0,70999.0,120000.0,-1.0,-1.0,58750.0
1970,48100.0,72086.0,71828.0,49296.0,35623.0,-1.0,38908.0,53778.0,100492.0,75676.0,139000.0,50000.0,83874.0,32500.0,189552.0,66960.0,30000.0,30000.0,40000.0,72408.0,202944.0,34375.0,64407.0,109868.0,100294.0,51282.0,42104.0,69254.0,50000.0,42593.0,58411.0,100000.0,100000.0,30000.0,137500.0,55000.0,25000.0,118240.0,9984.0,80000.0,131068.0,117136.0,-1.0,247642.0,22000.0,65789.0,246032.0,42593.0,43692.0,68457.0,120000.0,-1.0,-1.0,60000.0
1971,49150.0,72622.0,76536.0,30769.0,29881.0,-1.0,36895.0,57061.0,100000.0,75676.0,138094.0,50000.0,100214.0,33333.0,208507.0,67391.0,37500.0,30000.0,40370.0,73333.0,207576.0,34000.0,64833.0,110526.0,113415.0,59829.0,41905.0,67418.0,50000.0,42857.0,60465.0,100000.0,112000.0,31000.0,141667.0,55556.0,21875.0,121061.0,10385.0,81500.0,134615.0,117647.0,-1.0,267647.0,23000.0,67500.0,253968.0,42857.0,43692.0,69421.0,122667.0,-1.0,-1.0,60000.0
1972,49167.0,71325.0,80877.0,30769.0,30712.0,-1.0,33799.0,51739.0,102105.0,74286.0,140405.0,50000.0,87642.0,35000.0,207347.0,66667.0,39167.0,30000.0,45000.0,73947.0,224118.0,34118.0,62581.0,111184.0,124211.0,64957.0,41754.0,64336.0,50000.0,43103.0,64368.0,100000.0,126667.0,30000.0,141667.0,56000.0,23077.0,117588.0,10484.0,82500.0,138095.0,118333.0,-1.0,267647.0,23000.0,67500.0,244048.0,43103.0,36628.0,70051.0,118750.0,-1.0,-1.0,60000.0
1973,50250.0,70433.0,82450.0,30000.0,29471.0,-1.0,36478.0,56688.0,101429.0,74286.0,115843.0,50000.0,84969.0,35000.0,217721.0,66667.0,40769.0,30000.0,42035.0,73766.0,207447.0,34118.0,63281.0,109868.0,139474.0,68376.0,41736.0,62108.0,50000.0,43333.0,65000.0,100000.0,123457.0,30000.0,141667.0,58000.0,20000.0,120098.0,10499.0,145172.0,140845.0,117273.0,-1.0,246250.0,23000.0,67500.0,226190.0,43333.0,50766.0,70017.0,121250.0,-1.0,-1.0,58500.0
1974,44667.0,69747.0,97064.0,12361.0,29400.0,-1.0,32024.0,65833.0,100299.0,76316.0,137038.0,50000.0,91577.0,38333.0,151642.0,66667.0,41000.0,30000.0,41563.0,72700.0,216277.0,34118.0,63134.0,109211.0,118000.0,62393.0,41739.0,63435.0,50000.0,45161.0,65000.0,100000.0,119810.0,30500.0,141667.0,56140.0,18734.0,116324.0,8530.0,150000.0,145540.0,111268.0,-1.0,246250.0,23000.0,67500.0,242063.0,45161.0,53169.0,65544.0,116867.0,-1.0,-1.0,59091.0
1975,50750.0,70683.0,91588.0,16474.0,29630.0,-1.0,35697.0,68182.0,100400.0,76923.0,118654.0,50000.0,92326.0,36667.0,170597.0,67273.0,40000.0,28875.0,34463.0,71250.0,186915.0,34118.0,62609.0,110000.0,176364.0,61538.0,42000.0,60482.0,50000.0,46875.0,65000.0,98333.0,119540.0,29545.0,141667.0,56772.0,20000.0,114496.0,8565.0,150000.0,150235.0,108904.0,-1.0,93750.0,23000.0,67500.0,250000.0,46875.0,53659.0,66413.0,115294.0,-1.0,-1.0,57895.0
1976,49190.0,69805.0,91484.0,18122.0,31818.0,-1.0,31084.0,70000.0,100397.0,76923.0,136817.0,50000.0,98293.0,30000.0,168771.0,67138.0,41429.0,29375.0,34201.0,71376.0,181323.0,34118.0,63889.0,109333.0,133571.0,59829.0,42560.0,68745.0,50000.0,48485.0,65000.0,100407.0,100000.0,30000.0,141667.0,58383.0,21429.0,110684.0,7027.0,150000.0,154930.0,108108.0,-1.0,68750.0,22222.0,67368.0,261816.0,48485.0,46287.0,66458.0,111111.0,-1.0,-1.0,57895.0
1977,50000.0,70147.0,108836.0,18122.0,34483.0,-1.0,33548.0,66667.0,100110.0,75000.0,140588.0,50000.0,87273.0,28333.0,157764.0,67241.0,40000.0,32000.0,34063.0,67568.0,186465.0,34118.0,62740.0,110135.0,190000.0,58120.0,40706.0,64025.0,50000.0,48485.0,65000.0,99846.0,110000.0,30000.0,141667.0,55267.0,23077.0,130966.0,6530.0,150000.0,158879.0,109859.0,-1.0,72500.0,22222.0,67368.0,304628.0,48485.0,49116.0,64844.0,131868.0,-1.0,-1.0,58824.0
1978,50000.0,70563.0,100922.0,19769.0,33333.0,-1.0,36594.0,62500.0,101081.0,75000.0,110227.0,48889.0,89286.0,28333.0,264200.0,67241.0,45000.0,35000.0,35760.0,63902.0,193172.0,34118.0,50000.0,112500.0,112632.0,51282.0,36400.0,67581.0,49394.0,48485.0,65000.0,99643.0,110000.0,30435.0,145833.0,56821.0,23077.0,128646.0,5245.0,133333.0,164651.0,109722.0,-1.0,73913.0,22222.0,68041.0,309176.0,48485.0,46839.0,63487.0,130435.0,-1.0,-1.0,69231.0
1979,51053.0,70059.0,102210.0,20000.0,33333.0,-1.0,39889.0,57143.0,100000.0,75000.0,142748.0,48889.0,86957.0,30000.0,272985.0,66441.0,46111.0,37313.0,52544.0,69167.0,186012.0,33714.0,60000.0,115000.0,80667.0,43860.0,33000.0,67806.0,50263.0,48485.0,65000.0,114327.0,110000.0,30000.0,145833.0,56337.0,22857.0,127749.0,4627.0,140000.0,171296.0,109589.0,-1.0,112500.0,22222.0,68687.0,316293.0,48485.0,47405.0,65649.0,129032.0,-1.0,-1.0,66667.0
1980,50000.0,71460.0,103002.0,19000.0,33333.0,-1.0,32600.0,50000.0,100086.0,75000.0,144637.0,50000.0,90909.0,33333.0,269300.0,67119.0,41429.0,39231.0,60347.0,69412.0,226444.0,33714.0,60000.0,129196.0,107500.0,44481.0,32000.0,65240.0,50000.0,48485.0,65032.0,115000.0,120000.0,30000.0,145833.0,58824.0,22857.0,125282.0,10415.0,120000.0,176959.0,109459.0,-1.0,112500.0,22500.0,69307.0,315557.0,48485.0,46934.0,65654.0,126316.0,-1.0,-1.0,60000.0
1981,50000.0,71800.0,104318.0,21167.0,33333.0,-1.0,32862.0,40000.0,100000.0,75000.0,134425.0,50000.0,-1.0,25000.0,223500.0,67003.0,43750.0,41270.0,42145.0,69688.0,204286.0,34286.0,60000.0,108603.0,98125.0,42834.0,31765.0,63047.0,50000.0,50000.0,64979.0,117000.0,120000.0,30000.0,145833.0,58824.0,22857.0,126012.0,9711.0,143750.0,183486.0,109333.0,-1.0,112889.0,22857.0,69412.0,327444.0,50000.0,47090.0,65773.0,127083.0,-1.0,-1.0,58333.0
1982,49000.0,71965.0,101193.0,24138.0,33333.0,-1.0,33372.0,25000.0,100000.0,77500.0,137966.0,50000.0,-1.0,26000.0,237383.0,67000.0,36667.0,42484.0,41901.0,70000.0,215385.0,34286.0,60000.0,96110.0,112000.0,41186.0,32941.0,64546.0,51556.0,51429.0,65690.0,117836.0,120000.0,30000.0,145833.0,57895.0,23571.0,126085.0,8648.0,160000.0,188182.0,109211.0,-1.0,112889.0,21538.0,70962.0,335123.0,51429.0,43132.0,66845.0,127551.0,-1.0,-1.0,66667.0
1983,50000.0,73660.0,93867.0,29091.0,35556.0,-1.0,33333.0,28306.0,100000.0,76190.0,136055.0,50000.0,-1.0,26000.0,250000.0,67333.0,50500.0,43333.0,51129.0,70357.0,170191.0,34286.0,60000.0,102185.0,97619.0,39539.0,32000.0,64498.0,51000.0,52778.0,65010.0,118309.0,120000.0,30000.0,133333.0,57895.0,23571.0,128086.0,7474.0,185714.0,193694.0,105634.0,-1.0,114783.0,21818.0,69811.0,324405.0,52778.0,63717.0,66439.0,130000.0,-1.0,-1.0,66667.0
1984,49048.0,72453.0,115032.0,33019.0,38889.0,-1.0,33333.0,30381.0,100175.0,76744.0,121789.0,50000.0,-1.0,22000.0,276636.0,66997.0,30000.0,43333.0,51642.0,70769.0,178750.0,34286.0,60000.0,104803.0,130952.0,36244.0,30441.0,64508.0,50909.0,54054.0,64959.0,121373.0,100000.0,30189.0,133333.0,60000.0,23973.0,132434.0,7441.0,200000.0,198222.0,100000.0,-1.0,108478.0,22222.0,70370.0,350340.0,54054.0,20202.0,66922.0,133333.0,-1.0,-1.0,65000.0
1985,50909.0,72952.0,120702.0,38000.0,40000.0,-1.0,30578.0,32787.0,100175.0,77273.0,131614.0,50000.0,-1.0,30000.0,271028.0,67213.0,40000.0,43333.0,56228.0,71250.0,194375.0,33333.0,60000.0,113110.0,95588.0,36364.0,33143.0,64505.0,50000.0,51351.0,65046.0,110000.0,100000.0,30000.0,133333.0,58182.0,23973.0,120034.0,7132.0,200000.0,201754.0,89552.0,-1.0,114783.0,22857.0,69273.0,279762.0,51351.0,28391.0,66924.0,120000.0,-1.0,-1.0,50000.0
1986,50833.0,72700.0,129832.0,44792.0,40909.0,-1.0,34441.0,34154.0,100175.0,79545.0,136007.0,51429.0,-1.0,24000.0,271028.0,67213.0,37500.0,43333.0,60306.0,71818.0,179375.0,33333.0,63898.0,109434.0,102778.0,42000.0,40989.0,63729.0,50000.0,48649.0,60000.0,122486.0,99506.0,30000.0,133333.0,56364.0,23973.0,136481.0,5619.0,200000.0,205217.0,85938.0,-1.0,116952.0,22222.0,68214.0,309524.0,48649.0,48654.0,67247.0,136842.0,-1.0,-1.0,50000.0
